,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
262061,"R. Kluivert, Ruben Caine Kluivert",23,65 ,74 ,2027,262102,178,73,,CB,,1500000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
412,"N. Zalewski, Nicola Zalewski",22,76 ,79 ,2025,262113,175,78,78,RM,7,10500000,28000,€20.9M,324,,,,,,372,,,,,,393,,,,,,325,,,,,,346,,,,,,,196,,,,45,,,,,,2001,423,1,83,64,74,79,64,1
129,"T. Livramento, Valentino Francisco Livramento",21,78 ,85 ,2028,262118,181,71,78,RB,8,27000000,65000,€46.2M,293,,,,,,336,,,,,,388,,,,,,321,,,,,,321,,,,,,,225,,,,56,,,,,,1940,420,1,80,50,68,77,74,1
262078,"B. Tomiak, Boris Tomiak",25,71 ,75 ,2028,262119,193,90,,CB,,2300000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262092,"B. Ilunga, Brooklyn Ilunga",20,53 ,63 ,2027,262133,177,67,,LM,,200000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
262093,"N. Motika, Nemanja MotikaНемања Мотика",21,63 ,71 ,2026,262134,179,71,,RM,,1100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1744,"D. Wolfe, David Møller Wolfe",22,69 ,76 ,2028,262135,185,78,70,LB,8,2700000,6000,€5.8M,278,,,,,,292,,,,,,352,,,,,,323,,,,,,282,,,,,,,196,,,,52,,,,,,1775,391,1,79,52,59,68,64,0
262108,"A. Ba, Abdoullah Ba",20,68 ,78 ,2027,262149,174,70,,RM,,2600000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
532,"E. Fernández, Ignacio Ezequiél Agustín Fernández Carballo",21,73 ,81 ,2029,262151,178,76,74,CDM,8,6500000,15000,€11.1M,271,,,,,,313,,,,,,355,,,,,,345,,,,,,308,,,,,,,212,,,,47,,,,,,1851,400,1,68,47,66,72,69,0
262179,"T. Blokzijl, Thijmen Blokzijl",19,65 ,79 ,2026,262220,191,75,,CB,,1600000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262180,"L. Valente, Luciano Valente",20,67,79,2028,262221,190,78,,CAM,,2100000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262181,"T. de Jonge, Tika de Jonge",21,64 ,77 ,2026,262222,183,66,,CM,,1400000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262196,"A. Sangante, Arouna Sangante",22,73 ,80 ,2026,262237,189,76,,CB,,5500000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262198,"M. Bodmer, Mathéo Bodmer",20,62 ,72,2026,262239,177,70,,CDM,,825000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262214,"A. Bangura, Alex Bangura",24,69 ,74 ,2027,262255,183,68,,LB,,2000000,19000,,,60,32,51,59,30,,71,52,38,50,63,,93,92,78,62,64,,45,81,85,77,34,,67,61,67,48,35,60,,58,64,62,,10,9,12,14,7,,,,,,,,,0
262227,"Guilherme Soares, Guilherme Araújo Soares",23,63 ,68 ,2025,262268,186,80,,CB,,650000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262248,"B. Old, Benjamin Craig Old",21,68 ,78 ,2028,262289,173,73,,LM,,2700000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
262258,"Rubén Alves, Rubén González Alves",29,66,66,2025,262299,184,74,,CB,,850000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
262260,"Davo, Antonio David Álvarez Rey",29,69 ,69 ,2026,262301,178,71,,LM,,1400000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262262,"Ekain, Ekain Zenitagoia Arana",30,66 ,66 ,2025,262303,179,74,,CF,,850000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262285,"A. Papadopoulos, Antony Papadopoulos",21,58 ,66 ,2026,262326,175,74,,CAM,,450000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262293,"D. Proper, Dirk Wanner Proper",22,70,76,2025,262334,168,63,,CM,,2800000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262303,"J. Le Cardinal, Julien Le Cardinal",26,73 ,75 ,2027,262344,184,74,,CB,,3300000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262356,"L. Brouwers, Luuk Brouwers",26,67 ,70 ,2027,262397,183,78,,CM,,1300000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
820,"Sergi Cardona, Sergi Cardona Bermúdez",24,78 ,83 ,2027,262402,185,77,75,LB,5,20000000,32000,€17.4M,280,,,,,,274,,,,,,364,,,,,,322,,,,,,310,,,,,,,220,,,,50,,,,,,1820,403,1,81,43,64,68,73,0
262363,"F. Bacher, Felix Bacher",24,67 ,74 ,2026,262404,190,81,,CB,,1900000,7000,,,24,30,64,59,28,,38,33,27,46,52,,62,52,52,58,49,,45,78,77,84,32,,73,61,35,30,35,59,,64,70,66,,11,15,12,11,9,,,,,,,,,1
262370,"Miguel Crespo, Miguel Crespo da Silva",27,72 ,72 ,2027,262411,186,73,,CDM,,2500000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262379,"R. Popa, Dimitrie Robert Popa",21,65 ,73 ,2025,262420,190,83,,GK,,1400000,2000,,,14,5,10,31,7,,23,11,11,32,20,,36,43,47,61,23,,50,54,27,57,6,,23,7,8,50,10,23,,6,11,13,,65,59,67,64,68,,,,,,,,,1
262382,"Aitor Córdoba, Aitor Córdoba Querejeta",29,72 ,73 ,2025,262423,191,80,,CB,,2200000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262417,"Maite Oroz, Maite Oroz Areta",26,79 ,81 ,2028,262458,155,49,,CAM,,60000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262419,"Rosa Márquez, Rosa Márquez Baena",23,77 ,84 ,2025,262460,158,46,,CAM,,70000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262424,"C. Ignat, Cristian Ignat",21,64 ,74 ,2027,262465,194,84,,CB,,1200000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262457,"Álex Petxa, Álexander Petxarroman Eizagirre",27,64 ,63,2028,262498,179,67,,RB,,575000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262459,"Olasagasti, Jon Ander Olasagasti Imizcoz",23,69,76,2025,262500,176,74,,CM,,2400000,20000,,,48,62,62,74,37,,57,65,62,72,69,,65,56,64,69,72,,68,69,78,66,61,,65,65,64,66,59,65,,65,70,59,,14,13,14,8,12,,,,,,,,,0
262460,"Aldasoro, Aritz Aldasoro Sarriegi",25,66 ,72 ,2026,262501,176,72,,CM,,1200000,6000,,,63,61,44,66,68,,67,59,58,64,69,,69,67,70,65,73,,69,54,77,57,59,,65,60,63,62,66,63,,61,69,66,,15,9,8,8,15,,,,,,,,,1
262463,"J. Blasco, Jérémy Damien Blasco",25,67 ,73 ,2025,262504,185,79,,CB,,1400000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1746,"Turrientes, Beñat Turrientes Imaz",22,69 ,77,2027,262510,181,70,70,CM,11,3100000,20000,€6.2M,276,,,,,,341,,,,,,348,,,,,,278,,,,,,313,,,,,,,184,,,,45,,,,,,1785,366,1,66,51,69,67,60,1
262470,"Jorge Aguirre, Jorge Aguirre de Céspedes",24,68,73,2027,262511,183,78,,CF,,1600000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262475,"J. Krumrey, Jonas Krumrey",20,60 ,71 ,2025,262516,193,85,,GK,,475000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262497,"Y. Bakiz, Younes Bakiz",25,70,69,2028,262538,186,76,,LM,,1700000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262504,"Amaiur Sarriegi, Amaiur Sarriegi Isasa",23,81 ,87 ,2025,262545,168,59,,RM,,180000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262534,"A. Katsantonis, Andreas KatsantonisΑνδρέας Κατσαντώνης",24,63 ,70 ,2027,262575,181,81,,CAM,,975000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262546,"M. Ljubičić, Marin Ljubičić",22,72 ,80 ,2027,262587,183,77,,CF,,5500000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262547,"A. Busch, Alexander Magnus Busch",20,66,78,2026,262588,190,77,,CB,,2300000,6000,,,24,24,67,61,25,,45,28,25,57,61,,51,57,52,62,53,,44,67,66,68,24,,68,63,33,33,30,60,,64,68,68,,12,5,8,7,9,,,,,,,,,1
262605,"M. Biegański, Mikołaj Biegański",22,62 ,68 ,2026,262646,188,84,,GK,,525000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262607,"A. Goodwin, Archie Stuart Wayne Goodwin",19,61,75,2028,262648,183,73,,CF,,600000,3000,,,42,65,54,51,54,,56,53,46,44,59,,76,67,72,58,71,,60,66,53,59,55,,54,27,62,50,55,58,,26,32,26,,10,5,5,12,13,,,,,,,,,1
262625,"P. Treu, Philipp Treu",23,70 ,74 ,2028,262666,172,68,,RB,,2100000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262627,"J. Makengo, Jordy Makengo Basambundu",22,70 ,76 ,2028,262668,190,79,,LB,,2400000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
262628,"E. Leopold, Enzo Leopold",23,73 ,77 ,2026,262669,174,71,,CM,,4300000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262658,"A. Radwański, Adam Radwański",26,62 ,65 ,2026,262699,170,75,,RM,,525000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262680,"M. Hansen, Mads Kristian Hansen",21,67 ,74 ,2026,262721,188,80,,CAM,,2100000,3000,,,57,68,54,59,47,,69,64,60,50,70,,74,76,71,62,65,,71,68,67,65,64,,51,34,69,63,56,68,,41,42,34,,11,6,10,14,10,,,,,,,,,1
262681,"H. Bility, Hosine Bility",23,60,67 ,2025,262722,187,83,,CB,,475000,3000,,,29,24,60,53,30,,46,29,31,51,45,,60,78,52,57,48,,46,76,62,82,29,,65,57,28,43,32,56,,55,56,53,,14,10,10,13,6,,,,,,,,,1
262691,"L. Nordås, Lasse Selvåg Nordås",22,64 ,74 ,2027,262732,194,82,,CF,,1300000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
262703,"M. Bouldini, Mohamed Bouldiniمحمد بولديني",28,68 ,68 ,2028,262744,184,80,,CF,,1200000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
262713,"J. Niehues, Julian Niehues",23,68 ,75 ,2027,262754,195,88,,CB,,2300000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262747,"M. Sivis, Maxime Sivis",26,67 ,70 ,2026,262788,180,73,,RB,,1200000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262748,"H. Barbet, Hugo Barbet",22,61 ,70 ,2025,262789,189,82,,GK,,650000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262749,"M. Deijl, Mats Deijl",26,68 ,69 ,2027,262790,181,71,,RB,,1300000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262750,"S. Jansen, Sven Jansen",19,56 ,69 ,2025,262791,192,78,,GK,,300000,2000,,,20,11,12,27,8,,18,17,11,21,15,,16,18,22,54,53,,44,51,21,51,10,,19,8,9,40,17,33,,9,13,11,,58,55,58,49,56,,,,,,,,,1
262753,"O. Sonne, Oliver Sonne Christensen",23,70 ,76 ,2029,262794,184,76,,RB,,2400000,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262790,"D. Orsi, Danilo Harley Orsi-Dadomo",28,64 ,64 ,2027,262831,188,73,,CF,,600000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262791,"K. John, Kelvin Pius John",21,62 ,70 ,2028,262832,175,72,,CF,,900000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262819,"S. Kvia-Egeskog, Simen Kvia-Egeskog",21,63 ,75 ,2027,262860,185,73,,RM,,1200000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262821,"P. Loretz, Pascal David Loretz",21,71 ,82 ,2027,262862,191,81,,GK,,3600000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262828,"Guilherme Ramos, Guilherme Magro Pires Ramos",26,68 ,71 ,2025,262869,191,86,,CB,,1400000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
715,"R. Onyedika, Raphael Onyedika Nwadike",23,77,84,2027,262880,184,79,76,CDM,7,14000000,24000,€17.9M,294,,,,,,314,,,,,,359,,,,,,388,,,,,,325,,,,,,,216,,,,50,,,,,,1946,424,1,74,64,64,71,72,1
262861,"V. Šapina, Vinko Šapina",29,69 ,69 ,2027,262902,194,84,,CDM,,1200000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262862,"J. Heuer, Jannis Heuer",24,67 ,73 ,2025,262903,189,87,,CB,,1500000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262876,"M. Dietz, Maximilian Solomon Dietz",22,68 ,75 ,2027,262917,189,74,,CB,,2300000,7000,,,29,19,69,58,22,,45,31,32,42,63,,55,70,56,67,59,,38,72,70,73,26,,64,68,28,34,35,64,,70,70,69,,11,10,6,14,6,,,,,,,,,1
356,"Vinicius Souza, Vinicius de Souza Costa",25,75 ,78 ,2027,262929,187,80,78,CB,7,6500000,45000,€23.1M,256,,,,,,300,,,,,,316,,,,,,383,,,,,,286,,,,,,,226,,,,58,,,,,,1825,400,1,66,49,61,67,76,1
262890,"T. Ernst, Tjark Ernst",21,69 ,79 ,2027,262931,193,87,,GK,,2700000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262895,"S. El-Faouzi, Soufiane El-Faouzi",21,63 ,73 ,2026,262936,178,68,,CAM,,1100000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262897,"S. Andreou, Stelios AndreouΣτέλιος Ανδρέου",21,70 ,77,2026,262938,188,78,,CB,,3300000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262898,"A. Schulz, Arne Schulz",21,60 ,73 ,2028,262939,190,80,,GK,,525000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262899,"A. Konstantopoulos, Apostolos KonstantopoulosΑπόστολος Κωνσταντόπουλος",21,64 ,77 ,2025,262940,188,80,,CB,,1400000,6000,,,54,22,66,65,24,,56,29,27,62,66,,51,68,58,60,52,,38,69,60,72,23,,63,60,23,41,36,59,,55,67,65,,15,12,11,5,11,,,,,,,,,1
262903,"L. Jungwirth, Lukas Jungwirth",20,61 ,75 ,2026,262944,193,78,,GK,,700000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262904,"M. Kucheriavyi, Maksym KucheryavyiКучерявий Максим Сергійович",22,61 ,68 ,2025,262945,165,65,,CAM,,675000,5000,,,55,58,55,62,54,,63,59,49,61,62,,75,69,82,60,86,,54,60,68,30,55,,63,56,60,62,52,61,,58,56,55,,6,12,9,9,11,,,,,,,,,0
262968,"H. Hampton, Hannah Hampton",23,81,89,2026,263009,175,64,,GK,,170000,2000,,,22,8,9,31,11,,19,27,18,35,24,,61,58,35,80,47,,60,63,25,50,13,,25,11,7,45,24,38,,12,13,14,,79,80,79,81,78,,,,,,,,,1
262971,"M. Turner, Millie Turner",27,81,81,2025,263012,170,62,,CB,,90000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262972,"L. Wubben-Moy, Carlotte Wubben-Moy",25,79,84,2025,263013,178,67,,CB,,120000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
262983,"M. Al Kunaydiri, Mohammed Raji Obaidullah Al Kunaydiriمحمد الكنيدري",23,57 ,64 ,2025,263024,175,67,,LB,,300000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
262990,"S. Fofana, Sékou Fofana",21,59 ,71 ,2028,263031,178,70,,LB,,525000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
263017,"A. Rabeeh, Abdul Rabeeh",23,56 ,61 ,2026,263058,169,65,,RM,,220000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263019,"Z. Farnsworth, Zackery Farnsworth",21,57 ,63 ,2024,263060,185,75,,CB,,250000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
263051,"P. Schermer, Paul Schermer",20,59 ,71 ,2025,263092,186,76,,GK,,475000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263058,"M. de Wit, Mees De Wit",26,68 ,70 ,2027,263099,180,78,,LM,,1400000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
263060,"K. Ehibhatiomhan, Kelvin Osemudiamen Ehibhatiomhan",21,65 ,75 ,2025,263101,191,82,,CF,,1600000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263089,"M. Huskovic, Muharem Husković",21,63 ,72 ,2025,263130,180,69,,CAM,,1100000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263090,"M. Martins, Marvin Martins Santos da Graça",29,66 ,67 ,2025,263131,185,81,,CB,,800000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263092,"Antoniu Roca, Antoniu Roca Vives",21,69 ,80,2026,263133,180,65,,RM,,3100000,11000,,,66,61,58,65,45,,70,63,43,61,67,,85,83,82,64,65,,58,72,64,55,55,,63,40,65,64,54,61,,39,40,33,,11,6,12,15,11,,,,,,,,,1
263094,"L. Münst, Leonhard Luis Münst",22,61 ,70 ,2025,263135,183,74,,CM,,725000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263100,"A. Ceza, Antonio Alejandro Ceza Gavilán",21,59 ,66 ,2024,263141,180,75,,CB,,425000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263106,"A. Musi, Alexandru Marian Musi",19,64,74,2025,263147,180,70,,RM,,1500000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263111,"A. Hawsawi, Abdullah Ahmed Musa Al Hawsawiعبدالله هوساوي",28,60 ,60 ,2025,263152,174,73,,RB,,220000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263139,"T. Baribo, Tai Baribo",26,70 ,71 ,2025,263180,181,79,,CF,,1900000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
930,"E. Bitshiabu, El Chadaille Bitshiabu",19,71 ,85 ,2028,263193,196,95,70,CB,15,4200000,22000,€6M,223,,,,,,249,,,,,,202,,,,,,317,,,,,,261,,,,,,,198,,,,55,,,,,,1505,323,1,37,36,55,51,67,0
821,"B. Yılmaz, Barış Alper Yılmaz",24,79 ,84 ,2027,263205,186,80,77,CF,6,26500000,48000,€13.7M,333,,,,,,320,,,,,,414,,,,,,411,,,,,,326,,,,,,,188,,,,54,,,,,,2046,445,1,87,72,65,75,61,1
263166,"Miguel Muñoz, Miguel Muñoz Fernández",27,58 ,60 ,2025,263207,182,72,,RB,,220000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263167,"M. Ameyaw, Michael Ameyaw",23,66 ,71 ,2029,263208,175,75,,RM,,1300000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263186,"W. Swedberg, Williot Theo Swedberg",20,72 ,84 ,2027,263227,187,78,,CAM,,5500000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263188,"M. Pellegrino, Mateo Pellegrino Casalanguila",22,66,73,2025,263229,193,89,,CF,,1200000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
263198,"Renato Júnior, Renato Barbosa dos Santos Júnior",22,64 ,73 ,2026,263239,190,82,,CF,,1300000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263221,"K. Szcześniak, Kryspin Szcześniak",23,63 ,64 ,2026,263262,186,74,,CB,,525000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1750,"O. Pohlmann, Ole Pohlmann",23,69 ,76 ,2027,263279,183,75,71,CAM,6,2800000,9000,€3.6M,289,,,,,,345,,,,,,360,,,,,,336,,,,,,298,,,,,,,147,,,,58,,,,,,1833,389,1,71,61,66,72,50,1
263269,"A. Suhonen, Anssi Tapio Suhonen",23,66 ,71 ,2025,263310,170,69,,CAM,,1300000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263279,"Anglada, Hugo Anglada Gutiérrez",20,65 ,78 ,2025,263320,182,75,,CB,,1600000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263323,"L. Walta, Leo Walta",21,67 ,79 ,2028,263364,170,67,,CAM,,2500000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263330,"T. Leigh, Tommy Leigh",24,63 ,69 ,2027,263371,185,75,,RM,,750000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
395,"A. Al Hamadi, Ali Ibrahim Karim Ali Al-Hamadiعلي الحمادي",22,66 ,73 ,2025,263376,187,76,66,CF,8,1800000,31000,€2.7M,263,,,,,,236,,,,,,341,,,,,,341,,,,,,260,,,,,,,38,,,,42,,,,,,1521,336,1,75,62,45,64,18,1
1752,"L. Abada, Liel Abada",22,74 ,82 ,2026,263377,168,67,74,CF,8,9500000,8000,€15.7M,344,,,,,,323,,,,,,431,,,,,,339,,,,,,293,,,,,,,127,,,,50,,,,,,1907,398,1,87,71,67,73,41,1
263346,"K. Kouassi, Kylian Prince-Emmanuel Tresor Kouassi",21,62 ,75 ,2025,263387,175,70,,CF,,975000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263362,"M. Al Aqel, Mohammed Saleh Mohammed Al-Aqel",24,55 ,55,2025,263403,182,71,,CF,,170000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263393,"F. Mansilla, Zahir Facundo Mansilla",25,68 ,75 ,2025,263434,190,79,,CB,,2200000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
263403,"N. Bischof, Noah Bischof",21,63 ,72 ,2026,263444,185,75,,CF,,1100000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
263421,"F. Cristóforo, Federico Alfredo Cristóforo Pepe",34,64 ,64 ,2024,263462,181,80,,GK,,100000,5000,,,14,9,12,29,6,,9,13,14,15,11,,26,28,30,48,45,,47,41,20,42,5,,21,10,8,31,10,32,,6,10,12,,64,65,63,67,66,,,,,,,,,1
1478,"Y. Kechta, Yassine Kechtaياسين قشطة",22,72 ,79 ,2026,263468,174,68,73,CM,8,4700000,11000,€9.2M,292,,,,,,342,,,,,,338,,,,,,308,,,,,,317,,,,,,,194,,,,48,,,,,,1839,387,1,59,59,69,73,64,0
263428,"M. Kaba, Mohamed Kaba",22,68,76,2027,263469,185,78,,CDM,,3000000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263433,"F. Torres, Franco Ramón Torres",25,63 ,66 ,2025,263474,172,67,,CF,,625000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
