,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
203993,"A. Sauvage, Alexis Sauvage",32,66 ,66 ,2025,204034,186,82,,GK,,425000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204037,"R. Wolski, Rafał Wolski",31,66 ,66 ,2025,204078,180,70,,CAM,,700000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204064,"K. Lala, Kenny Lala",32,76 ,76 ,2027,204105,178,78,,RB,,5000000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204070,"M. Hanousek, Marek Hanousek",32,66 ,66 ,2026,204111,186,78,,CDM,,575000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204193,"Edgar Badia, Edgar Badia Guardiola",32,71,71,2025,204234,180,70,,GK,,1500000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204205,"M. Bettinelli, Marcus Bettinelli",32,70 ,70 ,2026,204246,193,82,,GK,,800000,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204309,"A. Trajkovski, Aleksandar TrajkovskiАлександар Траjковски",31,67 ,67 ,2025,204350,179,78,,CF,,850000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204346,"Juan Carlos, Juan Carlos Real Ruiz",33,68 ,68 ,2026,204387,183,73,,CAM,,775000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204403,"Y. Wildschut, Yanic Wildschut",32,62 ,62 ,2025,204444,187,86,,CF,,325000,6000,,,58,58,53,60,59,,64,65,60,58,60,,77,74,71,56,66,,70,78,54,80,59,,57,52,63,54,60,63,,39,53,46,,9,13,11,14,14,,,,,,,,,1
204410,"K. Günter, Koray Günter",29,69,69,2025,204451,184,79,,CB,,1300000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204417,"D. Oshilaja, Abdul-Yussuf Adedeji Adeniyi Oshilaja",31,66 ,66 ,2026,204458,181,75,,CB,,575000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204455,"P. Bauer, Patrick Bauer",31,67 ,67 ,2025,204496,192,84,,CB,,700000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1636,"Iñigo Martínez, Íñigo Martínez Berridi",33,82 ,82 ,2025,204525,182,76,82,CB,0,14500000,130000,€41M,288,,,,,,345,,,,,,349,,,,,,393,,,,,,315,,,,,,,249,,,,63,,,,,,2002,417,2,71,56,67,61,82,0
204508,"D. Roef, Davy Dirk Roef",30,75 ,75 ,2029,204549,187,84,,GK,,3700000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204647,"S. Schwab, Stefan Schwab",33,73 ,73 ,2025,204688,183,77,,CM,,1900000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
204660,"S. Khelifi, Salim Khelifi",29,66 ,66 ,2024,204701,173,65,,RB,,750000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204696,"Salvador Agra, Salvador José Milhazes Agra",32,72 ,72 ,2025,204737,166,69,,LM,,1900000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204720,"G. Hall, Grant Hall",32,62,62,2025,204761,192,71,,CB,,300000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204732,"M. Jeannin, Mehdi Jeannin",33,65 ,65 ,2025,204773,187,81,,GK,,230000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204775,"M. Koch, Menno Robert Maria Koch",29,65 ,65 ,2026,204816,195,78,,CB,,600000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204805,"J. Blackman, Jamal Blackman",30,63 ,63 ,2025,204846,199,93,,GK,,325000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
204822,"Iván Sánchez, Iván Sánchez Aguayo",31,73 ,73 ,2025,204863,169,66,,RM,,2500000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
204829,"N. Byrne, Neill Byrne",31,62 ,62 ,2026,204870,190,74,,CB,,275000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
372,"M. Sabitzer, Marcel Sabitzer",30,83 ,83 ,2027,204923,178,76,82,CM,0,34500000,68000,€50.2M,381,,,,,,399,,,,,,390,,,,,,398,,,,,,393,,,,,,,219,,,,66,,,,,,2246,467,3,74,81,81,81,73,1
204894,"J. Pickford, Jordan Lee Pickford",30,82 ,82 ,2027,204935,185,77,,GK,,20500000,49000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1639,"F. Thauvin, Florian Tristan Mariano Thauvin",31,75 ,75 ,2025,204970,181,70,74,CAM,0,4800000,23000,€7.4M,359,76,73,68,78,76,375,80,84,70,72,80,362,73,70,80,70,72,377,82,75,67,67,80,326,58,48,74,77,78,80,121,43,40,40,52,8,11,14,10,9,1972,406,1,69,75,73,77,45,0
204946,"B. Blume, Bror Emil Blume Jensen",32,65 ,65 ,2025,204987,178,73,,CAM,,550000,9000,,,58,61,49,68,55,,65,61,66,65,68,,74,66,79,63,80,,62,65,74,67,56,,68,58,65,64,55,70,,62,63,58,,6,9,10,12,16,,,,,,,,,1
204978,"J. Caprice, Jake Lenox Caprice",30,63 ,63 ,2025,205019,179,73,,RB,,425000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2723,"Juan Bernat, Juan Bernat Velasco",31,74 ,74 ,2025,205069,170,67,77,LB,0,3100000,55000,€0,340,,,,,,365,,,,,,392,,,,,,297,,,,,,358,,,,,,,232,,,,56,,,,,,2040,425,2,72,64,76,82,75,0
205042,"F. Fajr, Fayçal Fajrفيصل فجر",35,76 ,76 ,2025,205083,180,70,,CM,,2100000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205055,"B. Thoelke, Bjarne Thoelke",32,67 ,67 ,2025,205096,191,84,,CB,,650000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205116,"Ruiz de Galarreta, Iñigo Ruiz de Galarreta Etxeberria",30,80 ,80 ,2025,205157,175,69,,CDM,,17500000,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2085,"A. Milik, Arkadiusz Krystian Milik",30,80 ,80 ,2026,205175,186,80,81,CF,0,20500000,125000,€43.4M,391,,,,,,381,,,,,,329,,,,,,391,,,,,,343,,,,,,,101,,,,62,,,,,,1998,406,3,59,83,72,78,40,0
205160,"O. Yokuşlu, Okay Yokuşlu",30,76 ,76 ,2027,205201,191,79,,CDM,,6500000,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205169,"O. Lewicki, Carl Oscar Johan Lewicki",31,67 ,67 ,2025,205210,171,68,,CDM,,725000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205170,"M. Borjan, Milan BorjanMилaн Бopjaн",36,77 ,77 ,2028,205211,196,84,,GK,,1200000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205191,"D. McGeouch, Dylan McGeouch",31,58,58,2025,205232,178,69,,CM,,200000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205237,"Rim Chang Woo, Chang-woo Rim임창우",32,62 ,62 ,2028,205278,184,79,,CB,,250000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205302,"J. Akpa Akpro, Jean-Daniel Dave Lewis Akpa Akpro",31,71,71,2025,205343,180,70,,CDM,,1900000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205310,"A. Pritchard, Alex David Pritchard",31,68 ,68 ,2026,205351,168,62,,CAM,,1000000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205350,"S. Meïté, Soualiho Meïté",30,76 ,76 ,2026,205391,187,84,,CDM,,6500000,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
544,"A. Rüdiger, Antonio Rüdiger",31,88 ,88 ,2026,205452,190,86,86,CB,0,62500000,310000,€113.8M,305,,,,,,321,,,,,,352,,,,,,402,,,,,,328,,,,,,,254,,,,59,,,,,,2021,444,3,82,55,71,66,84,1
205513,"L. Zima, Lukáš Zima",30,70 ,70 ,2028,205554,197,80,,GK,,1100000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205543,"M. Ihiekwe, Michael Uzoukwu Absalom Jude Ihiekwe",31,67 ,67 ,2025,205584,185,80,,CB,,700000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205557,"André Sousa, André Alexandre Carreira Sousa",33,65,65,2025,205598,181,77,,CAM,,525000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1154,"S. Umtiti, Samuel Yves Umtiti",30,73,73,2025,205600,182,75,77,CB,0,3500000,27000,€17.1M,325,,,,,,332,,,,,,314,,,,,,365,,,,,,322,,,,,,,232,,,,66,,,,,,1956,403,3,60,62,67,63,78,0
205577,"S. Walsh, Sandy Henny Walsh",29,68 ,68 ,2025,205618,185,73,,RB,,1100000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205618,"A. Cragno, Alessio Cragno",30,71,71,2025,205659,184,78,,GK,,1600000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205637,"E. Višća, Edin Višća",34,79 ,79 ,2026,205678,172,63,,RM,,8000000,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2726,"T. Savanier, Téji Tedy Savanier",32,78 ,78 ,2026,205686,172,69,80,CM,0,11000000,28000,€35M,354,,,,,,409,,,,,,378,,,,,,354,,,,,,401,,,,,,,205,,,,58,,,,,,2159,440,2,62,76,83,82,68,1
205667,"S. Scognamillo, Stefano Scognamillo",30,70 ,70 ,2025,205708,183,79,,CB,,1300000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
205715,"S. Denswil, Stefano Wilfred Denswil",31,72,72,2025,205756,188,82,,CB,,2100000,36000,,,60,46,73,70,43,,63,69,70,71,70,,55,59,57,67,56,,76,70,69,78,64,,77,74,50,64,61,71,,70,73,73,,11,14,6,9,9,,,,,,,,,0
205772,"P. Mroziński, Piotr Mroziński",31,61 ,61 ,2025,205813,184,83,,CDM,,240000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205808,"E. Andrada, Esteban Maximiliano Andrada",30,79 ,79 ,2024,205849,194,80,,GK,,11500000,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205809,"L. Pavoletti, Leonardo Pavoletti",35,69 ,69 ,2026,205850,188,87,,CF,,600000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205902,"V. Chiricheș, Vlad Iulian Chiricheş",34,65 ,65 ,2025,205943,184,75,,CB,,230000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205924,"S. Ristovski, Stefan RistovskiСтефан Ристовски",32,70 ,70 ,2025,205965,183,72,,RB,,1100000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
205931,"R. Bentancourt, Rubén Daniel Bentancourt Morales",31,70 ,70 ,2026,205972,184,80,,CF,,1300000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2087,"H. Reed, Harrison James Reed",29,74 ,74 ,2027,205990,176,74,75,CDM,0,3600000,58000,€9.3M,299,,,,,,339,,,,,,365,,,,,,350,,,,,,344,,,,,,,221,,,,54,,,,,,1972,418,1,68,60,72,71,72,1
1155,"J. Murphy, Jacob Kai Murphy",29,79,79,2027,206085,179,74,76,RW,0,14000000,105000,€14.3M,309,,,,,,362,,,,,,391,,,,,,356,,,,,,338,,,,,,,181,,,,58,,,,,,1995,428,1,83,69,71,78,61,1
206057,"Patric, Patricio Gabarrón Gil",31,75,75,2027,206098,184,72,,CB,,5000000,40000,,,69,49,75,75,25,,68,46,48,70,72,,65,61,68,77,68,,63,78,68,69,57,,77,77,55,66,51,72,,75,77,75,,8,14,12,9,14,,,,,,,,,1
206060,"D. Babunski, David BabunskiДaвид Бабунски",30,65 ,65 ,2025,206101,178,72,,CAM,,675000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
206063,"S. Dursun, Serdar Dursun",32,70 ,70 ,2026,206104,190,80,,CF,,1300000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
206181,"Bigas, Pedro Bigas Rigo",33,73 ,73 ,2025,206222,181,78,,CB,,1500000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
206390,"R. Buess, Roman Buess",31,62 ,62 ,2025,206431,183,78,,CF,,325000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
206483,"J. Willis, Jordan Kenneth Willis",29,63 ,63 ,2026,206524,180,79,,CB,,400000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
206495,"T. Naylor, Thomas Keith Naylor",33,65 ,65 ,2026,206536,188,72,,CB,,350000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
206521,"L. Thompson, Louis Thompson",29,64 ,64 ,2025,206562,180,75,,CDM,,575000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
206524,"J. Walker, Jamie Walker",31,63 ,63 ,2025,206565,175,70,,RM,,400000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
206549,"Moi Gómez, Moisés Gómez Bordonado",30,78 ,78 ,2027,206590,176,73,,CM,,13500000,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
206612,"B. Potts, Bradley Michael Potts",29,69 ,69 ,2026,206653,188,81,,RB,,1200000,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2735,"Insua, Pablo Ínsua Blanco",30,70 ,70 ,2026,207431,187,80,70,CB,0,1300000,7000,€2.1M,244,,,,,,237,,,,,,254,,,,,,272,,,,,,267,,,,,,,207,,,,49,,,,,,1530,329,1,45,37,54,53,71,1
1403,"L. Paredes, Leandro Daniel Paredes",30,78 ,78 ,2025,207439,180,75,78,CM,0,13500000,38000,€23M,340,,,,,,408,,,,,,335,,,,,,377,,,,,,368,,,,,,,222,,,,48,,,,,,2098,435,3,62,64,83,78,71,1
207472,"G. Holohan, Gavan Holohan",32,62 ,62 ,2026,207513,180,75,,CM,,325000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
207545,"O. Silverholt, Oliver Montana Silverholt",29,63 ,63 ,2026,207586,176,69,,RB,,425000,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
207558,"M. Keane, Michael Vincent Keane",31,73,73,2025,207599,191,82,,CB,,2900000,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
207623,"C. Bacca, Carlos Arturo Bacca Ahumada",37,76 ,76 ,2025,207664,181,77,,CF,,2600000,5000,,,60,84,74,69,78,,74,69,58,55,79,,64,59,66,72,70,,84,76,48,69,60,,58,34,81,68,80,76,,40,16,14,,12,12,8,5,8,,,,,,,,,1
207642,"S. Dioudis, Sokratis DioudisΣωκράτης Διούδης",31,70 ,70 ,2026,207683,189,77,,GK,,850000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
207684,"M. van der Hoorn, Mike Adrianus Wilhelmus van der Hoorn",31,74 ,74 ,2026,207725,190,85,,CB,,2900000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
207699,"I. Kallon, Issa Kallon",28,68 ,68 ,2028,207740,170,72,,RW,,1200000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
207787,"C. Stockton, Cole John Stockton",30,64 ,64 ,2026,207828,186,75,,CF,,575000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1641,"M. Ginter, Matthias Lukas Ginter",30,81 ,81 ,2027,207862,189,87,83,CB,0,21000000,38000,€51.9M,338,,,,,,296,,,,,,308,,,,,,367,,,,,,353,,,,,,,251,,,,46,,,,,,1959,421,3,60,59,71,66,85,1
207864,"M. Mak, Mateusz Mak",32,62 ,62 ,2025,207905,173,60,,LW,,325000,4000,,,57,56,50,64,59,,63,63,61,59,60,,72,70,82,60,72,,63,62,60,57,57,,56,53,62,61,53,62,,42,38,34,,7,15,10,12,13,,,,,,,,,1
207877,"C. Irobiso, Okechukwu Christian Irobiso",31,62 ,62 ,2028,207918,190,84,,CF,,325000,7000,,,37,62,68,53,52,,55,44,36,40,62,,61,65,48,57,53,,70,79,62,81,56,,77,30,60,45,66,54,,37,29,29,,10,16,8,16,9,,,,,,,,,1
207911,"S. Ajayi, Oluwasemilogo Adesewo Ibidapo Ajayi",30,70 ,70 ,2025,207952,193,83,,CB,,1300000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
207963,"J. Veltman, Joël Ivo Veltman",32,79,79,2025,208004,184,75,,CB,,9500000,81000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208012,"D. Pelkas, Dimitrios PelkasΔημήτριος Πέλκας",30,71 ,71 ,2027,208053,177,73,,CAM,,1800000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208055,"T. Eisfeld, Thomas Eisfeld",31,63 ,63 ,2025,208096,177,76,,CAM,,400000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2094,"A. Doucouré, Abdoulaye Doucouré",31,73,73,2025,208135,184,76,77,CDM,0,3500000,45000,€13.3M,367,,,,,,345,,,,,,335,,,,,,407,,,,,,364,,,,,,,228,,,,68,,,,,,2114,448,2,66,78,71,76,76,1
208124,"B. Djimsiti, Berat Ridvan Gjimshiti",31,79,79,2026,208165,190,83,,CB,,9500000,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208139,"M. Lallemand, Michaël Lallemand",31,62 ,62 ,2025,208180,181,75,,CF,,325000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208147,"J. Guthrie, Jonathan Neil Guthrie",31,66,66,2025,208188,193,90,,CB,,700000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
208254,"R. Saïss, Romain Ghanem Paul Saïssرومان غانم بول سايس",34,78 ,78 ,Unknown,208295,190,84,,CB,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
208256,"K. Antonsen, Kent-Are Antonsen",29,65 ,65 ,2026,208297,172,70,,CDM,,700000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
208270,"S. Branca, Simone Branca",32,70 ,70 ,2025,208311,179,71,,CM,,1300000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
208323,"Clinton Mata, Clinton Mukoni Mata Pedro Lourenço",31,77 ,77 ,2026,208364,180,73,,CB,,7000000,44000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208429,"F. Holland, Fabian Holland",33,72 ,72 ,2025,208470,172,74,,CDM,,1200000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
208494,"A. Duncan, Joseph Alfred Duncan",31,72,72,2026,208535,178,78,,CDM,,2500000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
208523,"P. Ankersen, Peter Svarrer Ankersen",33,70,70,2026,208564,179,74,,RB,,725000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208551,"M. Delgado, Marco Antonio Delgado",29,72 ,72 ,2025,208592,175,67,,CDM,,2000000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208580,"Óscar Plano, Óscar Plano Pedreño",33,72 ,72 ,2025,208621,180,75,,CF,,1500000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
208638,"R. Himmelmann, Robin Himmelmann",35,66 ,66 ,2025,208679,187,80,,GK,,90000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208689,"E. Valentini, Enrico Valentini",35,65 ,65 ,2025,208730,182,80,,RB,,220000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
610,"J. Vardy, Jamie Richard Vardy",37,77 ,77 ,2025,208830,179,74,76,CF,0,3600000,45000,€4.7M,376,,,,,,334,,,,,,360,,,,,,348,,,,,,365,,,,,,,149,,,,62,,,,,,1994,409,3,74,77,68,72,52,1
208820,"J. Gastien, Johan Gastien",36,73 ,73 ,2026,208861,179,69,,CDM,,600000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
482,"N. Aké, Nathan Benjamin Aké",29,84 ,84 ,2027,208920,180,75,83,CB,1,35500000,170000,€55.8M,326,,,,,,349,,,,,,371,,,,,,358,,,,,,331,,,,,,,252,,,,50,,,,,,2037,435,3,76,53,72,74,83,0
208901,"P. Rozzio, Paolo Rozzio",31,65 ,65 ,2025,208942,189,79,,CB,,500000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
208948,"F. Ladapo, Olayinka Fredrick Oladotun Ladapo",31,61 ,61 ,2026,208989,185,79,,CF,,275000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
209023,"J. Westermark, Jesper Viktor Johannes Jonasson Westermark",30,62,62,2026,209064,183,76,,CF,,325000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
209248,"Kévin Rodrigues, Kévin Manuel Rodrigues",30,75 ,75 ,2025,209289,170,68,,LB,,4800000,15000,,,79,67,72,77,52,,72,77,75,76,77,,71,74,72,70,80,,82,74,71,59,79,,75,69,72,70,50,65,,66,70,75,,11,14,11,15,16,,,,,,,,,0
209274,"D. Butler, Dan Butler",29,63,63,2025,209315,175,75,,LB,,525000,7000,,,59,42,52,56,40,,60,60,54,51,60,,73,73,76,62,71,,51,76,81,67,47,,66,60,52,54,35,56,,60,59,57,,10,15,13,6,15,,,,,,,,,0
209275,"T. Haye, Thom Jan Marinus Haye",29,72 ,72 ,2025,209316,177,74,,CM,,2300000,9000,,,74,57,52,76,66,,72,82,77,83,71,,49,53,74,68,73,,72,47,70,59,77,,68,58,61,75,63,70,,55,60,63,,6,12,11,10,16,,,,,,,,,1
209276,"P. Vlachodimos, Panagiotis Vlachodimos",31,64 ,64 ,2024,209317,184,74,,LW,,475000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
315,"M. Salah, Mohamed Salah Hamed Ghalyمحمد صلاح",32,92,92,2025,209331,175,72,89,RM,0,104000000,350000,€158.2M,399,,,,,,404,,,,,,451,,,,,,411,,,,,,376,,,,,,,122,,,,62,,,,,,2225,468,5,89,87,82,88,45,0
209292,"C. Maxwell, Christopher Ethan Maxwell",33,65 ,65 ,2025,209333,185,74,,GK,,230000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
209320,"T. Payne, Timothy John Payne",30,67 ,67 ,2028,209361,179,73,,RB,,875000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
209328,"B. Turgott, Blair Sebastian Turgott",30,62,62,2026,209369,183,77,,RW,,575000,3000,,,59,64,54,58,55,,64,56,55,49,61,,77,78,73,59,73,,58,74,71,72,59,,60,22,63,54,57,63,,22,22,22,,14,11,12,11,8,,,,,,,,,1
209376,"R. Murawski, Radosław Paweł Murawski",30,70 ,70 ,2026,209417,173,68,,CDM,,1300000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
209741,"S. Larsson, Sam Andreas Larsson",31,72 ,72 ,2025,209782,180,70,,LM,,1900000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
